"","glucose","glycerol","Na_50_stress","stationary","late_stationary"
"YP_003046626.1",6.02233151717311,5.62556104000046,5.98499636832813,3.65292219536104,3.80086989736364
"YP_003046627.1",7.38004084455674,7.6614262375291,7.66846546916348,7.58577321622175,7.55762438476143
"YP_003046629.1",4.4068886231937,5.79214872706901,4.11086249240694,8.16328566099667,1.33202218170074
"YP_003046635.1",9.06895572671943,9.59705925732587,9.09603169550478,9.35505599962091,10.1225088738317
"YP_003046638.1",8.79974690099002,8.67314286467163,8.90751729448096,10.0155779672626,10.0606538211728
"YP_003046642.1",3.76605776290793,4.41395208378039,3.27655576830115,2.58223050611022,3.32430054223362
"YP_003046643.1",7.61334948444092,7.90317402811774,7.55082482594902,7.64498690764996,7.18333213610241
"YP_003046645.1",7.33799420791869,7.41610533309985,7.32457657108552,6.74930101031465,6.17626048757942
"YP_003046646.1",9.57043302456072,9.60126471604268,9.67716455935894,9.35505599962091,9.30789821425276
"YP_003046647.1",12.0039525868189,12.3176213515325,12.2222326986042,11.4447443391186,12.2190708227258
"YP_003046648.1",10.9778537380992,10.9293391269686,11.0696814165112,14.0807685159166,14.1457360348137
"YP_003046649.1",4.5127865257928,4.3612499427766,4.27109274447026,4.23119153311507,6.01839499548462
"YP_003046651.1",4.07762636155698,3.8471638560298,4.05305151166059,6.11528660092363,4.15203788520212
"YP_003046652.1",6.16826880272558,5.53440758524516,5.70137613344153,8.2516527542485,6.96292086091762
"YP_003046669.1",2.61509624157642,3.76690019640705,3.04417539313256,1.33202218170074,2.99711262522607
"YP_003046670.1",7.80042290639445,7.46000074686415,7.61084429936105,6.60758289439902,6.87360915719391
"YP_003046672.1",9.50861325583897,9.37762544032127,9.85930933691201,11.4827662688277,11.3384011617279
"YP_003046673.1",8.72015835339998,8.55380680619507,8.81062053193179,11.176598650772,10.875193155626
"YP_003046677.1",5.55118754347865,5.0976505119883,5.58621319400279,4.85593624427851,3.58400938267761
"YP_003046678.1",6.79805567233861,5.97642563427419,6.18273286310003,4.85593624427851,4.2989586727291
"YP_003046680.1",8.51536047131146,8.42370106677775,8.74964116100659,7.84761688394,8.28503177938522
"YP_003046681.1",1.33202218170074,1.33202218170074,1.33202218170074,1.33202218170074,2.54024510924396
"YP_003046685.1",11.1009599493745,11.1463315119673,11.322016210247,13.7316798774057,13.571805036131
"YP_003046687.1",3.3595547492805,3.59036808650727,4.5030072956284,1.33202218170074,4.15203788520212
"YP_003046688.1",2.45185622922842,4.06296037487628,2.35782870369234,1.33202218170074,1.33202218170074
"YP_003046721.1",8.59088908521602,7.88948224901945,8.52113263995902,9.83985656145107,9.7296491184907
"YP_003046730.1",5.37701494778262,5.43706499990387,4.5030072956284,3.65292219536104,5.69200366494702
"YP_003046731.1",10.4238217753148,10.7420738555409,10.5265545401033,10.1696834652614,10.1560233178128
"YP_003046732.1",10.0036493601935,10.2894509758174,10.0601047381969,8.53598328576592,8.3853349750486
"YP_003046745.1",9.13591222029589,9.588611382703,9.8888974962372,10.7184985019518,10.3422399493365
"YP_003046746.1",8.30597355167292,8.50376296478155,8.34091875044822,9.10919814848433,9.1265755953613
"YP_003046747.1",2.61509624157642,4.41395208378039,3.16584103052732,1.33202218170074,3.80086989736364
"YP_003046748.1",5.43152450100624,5.51068450264731,5.52496957075889,4.75117189739001,5.40302115202414
"YP_003046751.1",3.87801298652522,3.14401304226087,3.72049554194664,4.75117189739001,3.98766754478884
"YP_003046752.1",3.18967461731185,3.92294343840458,3.04417539313256,5.21156925078283,5.33751260943957
"YP_003046753.1",3.43668078391127,3.27110754654982,3.37831894000469,2.58223050611022,4.2989586727291
"YP_003046754.1",5.89904394871231,5.88723809745537,5.790756993682,4.85593624427851,5.88747278968006
"YP_003046756.1",8.12002580368959,7.56709718201367,8.39880459048585,7.64498690764996,7.81908702263387
"YP_003046757.1",7.42089614705347,7.48449670701469,6.99733951027545,10.3825050743825,10.1393634140238
"YP_003046758.1",8.95150522730079,8.40778175854132,9.01691585388101,7.89716664705346,7.70725140987923
"YP_003046759.1",4.5127865257928,3.27110754654982,2.75508765803742,4.06415411074824,3.32430054223362
"YP_003046760.1",8.41108755650172,8.33220153690402,8.60467511502767,7.40916036298345,6.87360915719391
"YP_003046761.1",5.9496343265377,5.77235174478556,5.9543913886601,4.06415411074824,1.33202218170074
"YP_003046768.1",7.31890591494552,8.93099916929079,7.31257739771762,8.72619550274604,8.31076897281814
"YP_003046773.1",9.24861533874064,9.549971555825,9.39803227831668,10.131379382513,10.8358519177675
"YP_003046775.1",3.98144956709119,3.27110754654982,4.3685110359122,2.58223050611022,2.54024510924396
"YP_003046784.1",3.70639233133264,3.59036808650727,3.79384235777431,1.33202218170074,2.54024510924396
"YP_003046785.1",5.33948746985191,5.41166012081357,4.70204785280157,3.05220431369473,2.54024510924396
"YP_003046788.1",6.66072324309358,6.31402962623084,6.16947546260969,8.53598328576592,7.84280422655254
